プレハブ名,形状,セル数,検証数,画像ずれ,画像エラー,最小一致率,詳細
Stage460,Square,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage461,Square,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage462,Square,48,48,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(0,7): 一致率0.0 % Cell(1,7): 一致率0.0 % Cell(2,7): 一致率0.0 % Cell(3,7): 一致率0.0 % Cell(4,7): 一致率0.0 % Cell(5,7): 一致率0.0 % "
Stage463,Triangle,20,20,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.1 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.1 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(0,2): 一致率0.1 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.2 % Cell(3,2): 一致率0.0 % Cell(0,3): 一致率0.8 % Cell(1,3): 一致率6.0 % Cell(2,3): 一致率2.1 % Cell(3,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率10.3 % Cell(2,4): 一致率33.0 % Cell(3,4): 一致率0.0 % "
Stage464,Triangle,36,36,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.2 % Cell(3,0): 一致率0.3 % Cell(4,0): 一致率0.6 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率0.1 % Cell(1,1): 一致率3.3 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.1 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.1 % Cell(2,2): 一致率1.2 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率0.2 % Cell(1,3): 一致率0.8 % Cell(2,3): 一致率0.9 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率11.3 % Cell(1,4): 一致率0.9 % Cell(2,4): 一致率0.9 % Cell(3,4): 一致率1.1 % Cell(4,4): 一致率2.0 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率1.1 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率2.0 % Cell(3,5): 一致率0.4 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % "
Stage465,Triangle,56,56,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(6,0): 一致率0.0 % Cell(7,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(6,1): 一致率0.0 % Cell(7,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(6,2): 一致率0.0 % Cell(7,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(6,3): 一致率0.0 % Cell(7,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(6,4): 一致率0.0 % Cell(7,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(6,5): 一致率0.0 % Cell(7,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(6,6): 一致率0.0 % Cell(7,6): 一致率0.0 % "
Stage466,Hex,20,20,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % "
Stage467,Hex,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage468,Hex,56,56,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(6,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(6,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(6,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(6,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(6,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(6,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(6,6): 一致率0.0 % Cell(0,7): 一致率0.0 % Cell(1,7): 一致率0.0 % Cell(2,7): 一致率0.0 % Cell(3,7): 一致率0.0 % Cell(4,7): 一致率0.0 % Cell(5,7): 一致率0.0 % Cell(6,7): 一致率0.0 % "
Stage469,Square,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage470,Square,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage471,Square,48,48,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(0,7): 一致率0.0 % Cell(1,7): 一致率0.0 % Cell(2,7): 一致率0.0 % Cell(3,7): 一致率0.0 % Cell(4,7): 一致率0.0 % Cell(5,7): 一致率0.0 % "
Stage472,Triangle,36,36,あり,なし,0.0 %,"Cell(0,0): 一致率0.1 % Cell(1,0): 一致率0.3 % Cell(2,0): 一致率0.2 % Cell(3,0): 一致率0.1 % Cell(4,0): 一致率0.1 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率0.3 % Cell(1,1): 一致率2.5 % Cell(2,1): 一致率0.2 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率0.4 % Cell(1,2): 一致率0.4 % Cell(2,2): 一致率0.1 % Cell(3,2): 一致率0.1 % Cell(4,2): 一致率0.1 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率0.1 % Cell(1,3): 一致率0.6 % Cell(2,3): 一致率0.3 % Cell(3,3): 一致率0.1 % Cell(4,3): 一致率0.3 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率1.0 % Cell(1,4): 一致率0.5 % Cell(2,4): 一致率0.5 % Cell(3,4): 一致率0.1 % Cell(4,4): 一致率0.7 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率1.6 % Cell(1,5): 一致率1.5 % Cell(2,5): 一致率1.8 % Cell(3,5): 一致率1.4 % Cell(4,5): 一致率2.4 % Cell(5,5): 一致率0.0 % "
Stage473,Triangle,36,36,あり,なし,0.0 %,"Cell(0,0): 一致率0.2 % Cell(1,0): 一致率0.3 % Cell(2,0): 一致率1.7 % Cell(3,0): 一致率0.2 % Cell(4,0): 一致率0.1 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.4 % Cell(2,1): 一致率3.4 % Cell(3,1): 一致率0.1 % Cell(4,1): 一致率0.1 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率0.4 % Cell(1,2): 一致率0.2 % Cell(2,2): 一致率0.2 % Cell(3,2): 一致率0.3 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率0.1 % Cell(1,3): 一致率0.1 % Cell(2,3): 一致率0.2 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率2.7 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率2.9 % Cell(1,4): 一致率0.3 % Cell(2,4): 一致率0.5 % Cell(3,4): 一致率0.4 % Cell(4,4): 一致率0.2 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率4.4 % Cell(1,5): 一致率3.1 % Cell(2,5): 一致率0.9 % Cell(3,5): 一致率0.4 % Cell(4,5): 一致率1.6 % Cell(5,5): 一致率0.0 % "
Stage474,Triangle,56,56,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(6,0): 一致率0.0 % Cell(7,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(6,1): 一致率0.0 % Cell(7,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(6,2): 一致率0.0 % Cell(7,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(6,3): 一致率0.0 % Cell(7,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(6,4): 一致率0.0 % Cell(7,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(6,5): 一致率0.0 % Cell(7,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(6,6): 一致率0.0 % Cell(7,6): 一致率0.0 % "
Stage475,Hex,20,20,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % "
Stage476,Hex,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage477,Hex,56,56,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(6,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(6,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(6,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(6,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(6,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(6,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(6,6): 一致率0.0 % Cell(0,7): 一致率0.0 % Cell(1,7): 一致率0.0 % Cell(2,7): 一致率0.0 % Cell(3,7): 一致率0.0 % Cell(4,7): 一致率0.0 % Cell(5,7): 一致率0.0 % Cell(6,7): 一致率0.0 % "
Stage478,Square,20,20,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % "
Stage479,Square,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
